date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Tue Aug 27 2019, Operations Specialist,,Current Employee ,"Great company, poor team",1,"Benefits, pay, culture, guaranteed hours
","High stress, upper management preaches self development but are otherwise careless to your needs
Helpful (1",,2,,,,,,,,
Sun Aug 11 2019, Technical Specialist,"Toronto, ON",Former Employee ,"Amazing people, great technology with stupid favouritism and politics",0,"Loved most of my co workers, lots of time to socialize during the day when the floor is less busy. Good training.
","Management played favourites, didn’t know how to lead or empower their workers. The least empathetic people in the company
Advice to Management
Learn how to promote people to management who actually have good leadership skills and empathy, stop playing favourites and promoting people that kiss your butt rather than deserving people with better customer metrics. More free snacks and food, you guys can afford it.
Helpfu","Learn how to promote people to management who actually have good leadership skills and empathy, stop playing favourites and promoting people that kiss your butt rather than deserving people with better customer metrics. More free snacks and food, you guys can afford it.
Helpfu",3,3,4,2,4,3,Recommends,Negative Outlook,Approves of CEO
Thu Aug 08 2019, Sales Specialist,"Toronto, ON",Former Employee ,It was alright,0,"Higher than average hourly rate, health benefits, 50% off an Apple product every 3 years, stock options, in-depth training
","High pressure sales environment (you better be selling AppleCare and recommending all their services), coworkers there are pretty toxic/stuckup (from my personal experience at least), lack of work life balance (even at the part time level), unnecessary meeting at any given moment
Advice to Management
Consider getting rid of the Feedback system, you're only promoting passive-aggressive behavior
Helpfu","Consider getting rid of the Feedback system, you're only promoting passive-aggressive behavior
Helpfu",3,2,3,2,4,1,Recommends,Neutral Outlook,Disapproves of CEO
Wed Aug 28 2019, Technician Specialist,"Pointe-Claire, QC",Former Employee ,Prepare to be mistreated and no one will help you,1,"Overall Good benefits 
Decent pay
","Worked alongside a sexual predator, myself and dozens of other affected employees contacted HR- no one wanted to help us
Management will treat you like a number not a human
Was discriminated against when I was honest with them about an illness
Was forced out of the company 
When trying to reapply once healthy my name was slandered across the company and was told not to hire me
Advice to Management
Respect your employees
Take sexual harassment allegations seriously
Do not discriminate against your employees
Helpful (1","Respect your employees
Take sexual harassment allegations seriously
Do not discriminate against your employees
",1,2,1,1,5,1,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Sun Aug 25 2019, Specialist,,Current Employee ,full time specialist,0,"benefits are great, health and product discount
","very political, all about sales
Helpfu",,1,1,1,1,3,1,,,
Thu Jul 18 2019, Pro,,Current Employee ,An amazing and challenging environment with great culture,0,Great Culture Good salary ,"ant Development Inspiring leadership
Cons
All the cons of a Retail Environment - Face to face customer service
",,5,4,5,4,5,4,Recommends,Positive Outlook,Approves of CEO
Thu Jul 18 2019, Customer Service Specialist,"Toronto, ON",Current Employee ,ghdf,0,"Good staff with great work environment
","It is very hard to get promoted
Helpfu",,5,5,5,5,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Jul 17 2019, Genius Administrator,"Toronto, ON",Current Employee ,"Great Job, Great Benefits",0,"Apple is a company that you can work for the rest of your life at.
","Depending on our role, it's quite difficult to have a 'set' schedule working in a retail environment which is hard for parents.
",,5,2,5,5,5,2,Recommends,Positive Outlook,Approves of CEO
Wed Jul 17 2019, Sales Specialist,,Current Employee ,Great work experience,0,"Good people, good pay, good work experience & good benefits
","No cons really .. it’s a great place
Helpfu",,5,5,5,4,4,4,Recommends,Positive Outlook,Approves of CEO
Mon Jul 29 2019, Technical Specialist,"Vancouver, BC",Former Employee ,Apple Retail,0,"Benefit is good, co worker is usually very easy going. Good part time job for students.
","Hours not flexible. Long hours of work time. Stagnant job content. Can be like a cult at times.
Helpfu",,4,1,2,2,4,2,Recommends,Positive Outlook,Approves of CEO
Sat Jul 13 2019, Tech Specialist,"Edmonton, AB",Former Employee ,Amazing team environment,0,"Collaborative, and extremely accessible managers
","late night shifts and holiday hours
Helpfu",,5,4,4,4,5,4,,,
Sun Jul 07 2019, Mathematics Teacher,"Ottawa, ON",Current Employee ,None of the time I have spent in Apple,0,"All is excellent in Apple
","Responcibility and hard work need specialities
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Jul 06 2019, Technology and Merchandising Pro,"Montreal, QC",Current Employee ,Dealing with the internal and external customer journey,0,"Being able to flex many difference skills at once.
","No alignment on the vision
Helpfu",,5,4,4,3,3,3,,,
Wed Jul 17 2019, Genius Administrator,"Toronto, ON",Current Employee ,"Great Job, Great Benefits",0,"Apple is a company that you can work for the rest of your life at.
","Depending on our role, it's quite difficult to have a 'set' schedule working in a retail environment which is hard for parents.
Advice to Management
Continue doing what you're doing, thank you for fostering the culture and investing in people.
Helpfu","Continue doing what you're doing, thank you for fostering the culture and investing in people.
Helpfu",5,2,5,5,5,2,Recommends,Positive Outlook,Approves of CEO
Sun Jul 07 2019, Mathematics Teacher,"Ottawa, ON",Current Employee ,None of the time I have spent in Apple,0,"All is excellent in Apple
","Responcibility and hard work need specialities
Advice to Management
Just see me and have me as a mathematician
Helpfu","Just see me and have me as a mathematician
Helpfu",5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Jul 15 2019, Apple Genius,"Toronto, ON",Former Employee ,"Overall great company, but still retail",0,"Company values are excellent. Huge feedback culture where all employees are encouraged to give and receive feedback despite role or seniority. 

Lots of paid training, excellent benefits, in general most management teams are comprised of people focused leaders who really care about you.
","Difficult hours, after all it is still retails. Inconsistent schedule, very difficult to develop a long term routine. Sometimes scheduled 6 days straight. 

Customer support roles can be difficult, employees and measured on many metrics and expected to multitask new customers every 15 minutes. 

If dealing with a longer of more difficult situation, there is pressure to complete the interaction quickly and move on. 

Very difficult to move into leadership positions. Much better chance if coming from leadership in a previous retail environment.
Helpfu",,4,2,5,3,5,4,,,
Fri Jul 12 2019, Senior Project Manager,,Current Employee ,Great work culture,0,"Culture and Values Innovation Team Work Professional Development Professional Growth
","Work and Life Balance Commute Weekend work (often)
",,4,3,4,4,4,4,Recommends,Positive Outlook,Approves of CEO
Wed Jul 10 2019, Technical Specialist,,Current Employee ,Cool student job,0,"good benefits for student and family
","too many hours during regular shift
Helpfu",,4,3,5,3,4,4,Approves of CEO,,
Wed Jul 10 2019, Store Manager,,Former Employee ,Great Company - Limited Opportunities,0,"Great company with strong culture, great benefits and excellent salary for the retail world.
","Limited opportunities for advancement, although they believe in advancement at the store level and moving into the corporate side is practically non-existent. After the Store Manager level the opportunities become few and far between especially if you don't live in Toronto. Sometimes they offer ""experiences"" but mostly come out of the Toronto or Vancouver markets.
",,4,3,4,3,5,4,Recommends,Positive Outlook,Approves of CEO
Sun Jun 23 2019, Product Specialist,"Toronto, ON",Former Employee ,Apple retail store experience,0,"like the people that i worked with, friendly, flexible schedule, higher than minimum wage
","pressure of sale indirectly, difficult customer to deal with
Helpfu",,5,4,5,5,4,4,Recommends,Positive Outlook,Approves of CEO
Fri Jul 05 2019, Genius Administrator,,Current Employee ,Genius admin,0,"Non customer facing. Great benefits. Great place to polish your people skills.
","Have to work weekends. Toxic people and management.
Helpfu",,4,1,4,3,5,4,Doesn't Recommend,Neutral Outlook,
Mon Jun 24 2019, Apple Genius,"Halifax, NS",Former Employee ,Great start,0,"Flexible work environment perfect for someone that loves being hands on with technology
","low pay, and small discount on products
Helpfu",,4,5,3,3,3,4,Recommends,Positive Outlook,No Opinion of CEO
Sun Jun 23 2019, Apple Genius,,Current Employee ,"Good pay for retail position, not much else",0,"Health and dental benefits were great. 3 weeks vacation after 3 years with the company. Room for advancement in early positions good discounts on partner services and company products.
","Corporate was out of touch with the retail section. Processes were often as frustrating for employee’s as much as customers. Low ceiling for advancement beyond any mid-tier role. Transfer process between locations was the worst I have ever seen.
",,3,3,3,3,4,2,Doesn't Recommend,Negative Outlook,No Opinion of CEO
Thu Jun 20 2019, Genius Administrator,,Current Employee ,Not too bad,0,"Employees are just amazing !
","Very demanding and bad work/life balance
Helpfu",,3,1,3,2,5,3,Approves of CEO,,
Mon Jun 03 2019, Technical Expert,,Current Employee ,"Great career, impossible customers",0,"Great benefits and perks.
","Difficult customers make you wonder if its worth it
Helpfu",,5,3,5,5,5,4,Recommends,Neutral Outlook,Approves of CEO
Wed Jul 10 2019, Store Manager,,Former Employee ,Great Company - Limited Opportunities,0,"Great company with strong culture, great benefits and excellent salary for the retail world.
","Limited opportunities for advancement, although they believe in advancement at the store level and moving into the corporate side is practically non-existent. After the Store Manager level the opportunities become few and far between especially if you don't live in Toronto. Sometimes they offer ""experiences"" but mostly come out of the Toronto or Vancouver markets.
Helpfu",,4,3,4,3,5,4,Recommends,Positive Outlook,Approves of CEO
Sun Jun 23 2019, Apple Genius,,Current Employee ,"Good pay for retail position, not much else",0,"Health and dental benefits were great. 3 weeks vacation after 3 years with the company. Room for advancement in early positions good discounts on partner services and company products.
","Corporate was out of touch with the retail section. Processes were often as frustrating for employee’s as much as customers.
Low ceiling for advancement beyond any mid-tier role. 
Transfer process between locations was the worst I have ever seen.
Advice to Management
Make transferring between locations more accessible, give people a clear guide on how to move up in the company.
Helpfu","Make transferring between locations more accessible, give people a clear guide on how to move up in the company.
Helpfu",3,3,3,3,4,2,Doesn't Recommend,Negative Outlook,No Opinion of CEO
Mon Jun 03 2019, Technical Designer,,Former Employee ,good,0,"product discounts and good working influences
","I don't get paid enough
Advice to Management
i don't know
Helpfu","i don't know
Helpfu",5,5,5,5,5,5,Recommends,,
Mon Jun 03 2019, Expert,"Winnipeg, MB",Current Employee ,The best company to work for,0,"Salary Management Paid vacation Stocks Teamwork Environment Company discounts
","Retail schedule and work weekends
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Jun 13 2019, Sales Associate,"Vancouver, BC",Former Employee ,great company,0,"great team and good benefit
","the salary is quite low
Helpfu",,4,4,3,3,3,4,Recommends,Neutral Outlook,No Opinion of CEO
Sat May 18 2019, Genius,,Former Employee ,Apple for part time work,0,"-The culture is very supportive -Benefits for part time employees -
",#NAME?,,5,2,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu May 16 2019, Sales Representative,"Main Square, ON",Current Employee ,amazing,0,"loved it great workplace to work at
","nothing negative to say about this company
Helpfu",,5,4,5,5,5,4,Recommends,Neutral Outlook,Approves of CEO
Mon May 06 2019, Product Specialist,,Former Employee ,Product specialist,0,"The team is awesome, great training great benefits and flexible time and schedule.
","There are always rude customers walking in. Que is long and a never-ending customer walking in.
",,5,4,5,5,5,5,Recommends,Neutral Outlook,No Opinion of CEO
Sat May 18 2019, Full Stack Developer,"Toronto, ON",Current Employee ,Great company,0,"good pay for the work you do
","work like balance is limited
Helpfu",,4,2,4,4,3,4,Doesn't Recommend,Negative Outlook,Approves of CEO
Wed May 15 2019, Creative,"Vancouver, BC",Former Employee ,"Good Employer, but easy to burn out.",0,"Great benefits, coworkers, and company ethics.
","Poor scheduling, working conditions, and middle management.
",,4,2,5,5,5,2,Recommends,Positive Outlook,Approves of CEO
Mon Jun 03 2019, Technical Specialist,"Vancouver, BC",Former Employee ,ZERO work life balance. Avoid at all costs.,6,"Pays better than other retail Jobs.
","You will never get a weekend free. Management is petty and vengeful. The work is non-stop. You start your day with a “download”. This is a thinly veiled attempt to reinforce corporate groupthink so you can hit the floor and be a company shill. You start taking Genius Bar appointments immediately and the work is relentless. One angry customer after another, every ten minutes. And if you manage to find a small moment of peace with a funny or reasonable customer the lead genius will come over and force you to “multi-task”. That is, since you’re smiling, that means you have the capacity to attend two customers at once. And god forbid you have a five minute chat with a coworker to vent and clear your thoughts. That will get you reprimanded. Make no mistake, this job WILL burn you out. Having two days off in a row is a fleeting luxury, coming usually once a month or two. and Apple does this on purpose. Unless you have won a genetic lottery and are attractive. Then you can sleep with a manager and “earn” a merit increase or have some weekends approved. This happens CONSTANTLY. Employees will often sleep with each other, as well. Mainly because your erratic schedule will alienate you from everyone you care about, and prevent you from meeting new people. Once you are hired, your life becomes about one single purpose: get people to give their money to Apple and if they’re unhappy with their product, you have to fawn over them until they’re willing to spend more. Also, if you stand up for yourself and set boundaries of what kinds of unreasonable and abusive customers you are and aren’t willing to interact with? Or what kind of work / life balance is acceptable? Boom. That’s it. You’re never getting a raise again and everything but the legal minimum for time off is what you can expect to see. Then you will clock out for lunch. And if you are literally one minute late, and I do mean literally, you will be taken into the office and reprimanded. Clock in early all you want, but if you’re one minute late, you’re in trouble. But the creepy middle aged dork in sales that is a sexual predator and corners young women and tries to convince them to sleep with him? That guy will work there for YEARS because he can generate revenue. And at the end of your day, you will be forced to sit through an “upload”. This yet another thinly veiled attempt to reinforce corporate groupthink and try to make you forget the gruelling, depressing 9 hours you just spent in a silver, windowless, featureless rectangle of a room getting belittled and accused by selfish, whiny children hiding in adult bodies because they can’t bear to be without their overpriced, luxury cell phones for eight seconds. Its like if a liquor store opens and you’re forced to apologize and placate all the jonesing alcoholics whom spent an hour waiting to yell at you because they had to spend a whole night without any vodka. But you’ll clock out ten minutes late at ten at night because of that stupid upload and you make your way home in a rush since you have to be up at 7AM to do it all again. Because it’s a Saturday and there will already be a line of people outside the store, clutching to their liquid damaged iPhones, shaking with withdrawal and eager to tell you it’s your fault that they broke it because you should’ve made the phone everything-proof.
",,1,1,1,2,2,2,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Thu Apr 25 2019,N/A,"Montreal, QC","Management Trainee in Montreal, QC",management trainee,0,"work life balence and enjoyment
","best package and incentives , personal life priority
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat May 18 2019, Genius,,Former Employee ,Apple for part time work,0,"-The culture is very supportive 
-Benefits for part time employees 
-
",#NAME?,,5,2,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat May 18 2019, Genius,N/A,Former Employee ,Apple for part time work,0,"-The culture is very supportive 
-Benefits for part time employees 
-
",#NAME?,,5,2,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon May 06 2019, Product Specialist,,Former Employee ,Product specialist,0,"The team is awesome, great training great benefits and flexible time and schedule.
","There are always rude customers walking in. Que is long and a never-ending customer walking in.
Advice to Management
Recruit more customer service representatives
Helpfu","Recruit more customer service representatives
Helpfu",5,4,5,5,5,5,Recommends,Neutral Outlook,No Opinion of CEO
Wed May 15 2019, Creative,"Vancouver, BC",Former Employee ,"Good Employer, but easy to burn out.",0,"Great benefits, coworkers, and company ethics.
","Poor scheduling, working conditions, and middle management.
Advice to Management
Value your employees more. Encourage them and provide them with new challenges and ways to progress.
Helpfu","Value your employees more. Encourage them and provide them with new challenges and ways to progress.
Helpfu",4,2,5,5,5,2,Recommends,Positive Outlook,Approves of CEO
Mon Jun 03 2019, Technical Specialist,"Vancouver, BC",Former Employee ,ZERO work life balance. Avoid at all costs.,6,"Pays better than other retail Jobs.
","You will never get a weekend free. 
Management is petty and vengeful. 
The work is non-stop. 

You start your day with a “download”. This is a thinly veiled attempt to reinforce corporate groupthink so you can hit the floor and be a company shill. 
You start taking Genius Bar appointments immediately and the work is relentless. One angry customer after another, every ten minutes. And if you manage to find a small moment of peace with a funny or reasonable customer the lead genius will come over and force you to “multi-task”. That is, since you’re smiling, that means you have the capacity to attend two customers at once. 

And god forbid you have a five minute chat with a coworker to vent and clear your thoughts. That will get you reprimanded. 

Make no mistake, this job WILL burn you out. 

Having two days off in a row is a fleeting luxury, coming usually once a month or two. and Apple does this on purpose. 

Unless you have won a genetic lottery and are attractive. Then you can sleep with a manager and “earn” a merit increase or have some weekends approved. 

This happens CONSTANTLY. 

Employees will often sleep with each other, as well. Mainly because your erratic schedule will alienate you from everyone you care about, and prevent you from meeting new people. 

Once you are hired, your life becomes about one single purpose: get people to give their money to Apple and if they’re unhappy with their product, you have to fawn over them until they’re willing to spend more. 

Also, if you stand up for yourself and set boundaries of what kinds of unreasonable and abusive customers you are and aren’t willing to interact with? Or what kind of work / life balance is acceptable? Boom. That’s it. You’re never getting a raise again and everything but the legal minimum for time off is what you can expect to see. 

Then you will clock out for lunch. And if you are literally one minute late, and I do mean literally, you will be taken into the office and reprimanded. Clock in early all you want, but if you’re one minute late, you’re in trouble. 

But the creepy middle aged dork in sales that is a sexual predator and corners young women and tries to convince them to sleep with him? That guy will work there for YEARS because he can generate revenue. 

And at the end of your day, you will be forced to sit through an “upload”. This yet another thinly veiled attempt to reinforce corporate groupthink and try to make you forget the gruelling, depressing 9 hours you just spent in a silver, windowless, featureless rectangle of a room getting belittled and accused by selfish, whiny children hiding in adult bodies because they can’t bear to be without their overpriced, luxury cell phones for eight seconds. Its like if a liquor store opens and you’re forced to apologize and placate all the jonesing alcoholics whom spent an hour waiting to yell at you because they had to spend a whole night without any vodka. 

But you’ll clock out ten minutes late at ten at night because of that stupid upload and you make your way home in a rush since you have to be up at 7AM to do it all again. 

Because it’s a Saturday and there will already be a line of people outside the store, clutching to their liquid damaged iPhones, shaking with withdrawal and eager to tell you it’s your fault that they broke it because you should’ve made the phone everything-proof.
Helpful (6",,1,1,1,2,2,2,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Thu Apr 25 2019,N/A,"Montreal, QC","Management Trainee in Montreal, QC",management trainee,0,"work life balence and enjoyment
","best package and incentives , personal life priority
Advice to Management
thank you for your support always,stay like this always
Helpfu","thank you for your support always,stay like this always
Helpfu",5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat May 04 2019, Technical Specialist,"Brossard, QC",Former Employee ,Technical specialist,0,"Learn the best people skills
","Deal with unkind people at times
Advice to Management
Back your employees and you'll have a solid team.
Helpfu","Back your employees and you'll have a solid team.
Helpfu",4,3,4,3,4,2,Recommends,Positive Outlook,Approves of CEO
Tue Apr 30 2019, Specialist,,Former Employee ,As good as it gets with retail,0,"Great coworkers, pay is good for retail, never boring, made me grow a lot
","The hours are terrible - random, you never know what days you'll get off and sometimes you'll end up with 6 or 7 days in a row. Around the christmas season, you get extended store hours, which means that some days you start at 8:30 AM and other days you end at 11 PM. Goodbye to a regular sleep schedule. Very hard to balance with school - the minimum shift requirements are still a lot of hours.
",,3,,,,,,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Apr 23 2019,N/A,, ,Great place to work part time.,0,"Great benefits and culture. Good starting pay.
","Poor scheduling. Often working 5 days a week doing 4 hour shifts.
Helpfu",,4,,,,,,,,
Mon Apr 22 2019, Specialist,"Waterloo, ON",Current Employee ,Rich Experience at Work,0,#NAME?,#NAME?,,3,2,4,4,,,Approves of CEO,,
Wed Apr 03 2019, Operations Expert,"Montreal, QC",Former Employee ,More than a career,0,"Endless career opportunities Outstanding employee benefits
","Pressure from store management to support them with reseller sales
",,5,5,5,5,5,2,Recommends,Positive Outlook,Approves of CEO
Mon Apr 01 2019,Anonymous,,Former Employee ,Cool company to work for,0,"Discounts on all apple products
","not too many i can think of
Helpfu",,5,,,,,,Recommends,Neutral Outlook,Disapproves of CEO
Sun Apr 14 2019, Design Engineer,"Cap-Chat, QC",Former Employee ,Good Company,0,"Nice people and good management.
","worked too many hours. need to work at evening time.
",,4,5,4,5,5,4,Recommends,Negative Outlook,No Opinion of CEO
Fri May 03 2019,N/A,, ,"If you think working for Apple Canada is working for Apple, think again.",0,"The pro is that the name of the company has a lot of value because it’s Apple.
","Apple Canada simply serves as a sales office that has only one mission - to push and sell as many devices to Canadian consumers and Canadian companies as possible and it has to be done the Apple way of all terms must favour Apple. Ask anyone who works there and deep down, they are actually terrified about making a mistake. It’s an office that is living in the past - cubicles and all. Sad state.
",,1,2,1,1,2,1,,,
Wed Apr 03 2019, Pro,"Vancouver, BC",Former Employee ,Okay place to work.,0,"Great benefits You meet some good people You learn alot No work life balance, a slave to the retail schedule
","Leadership is not always the most reliable Your hard work is not rewarded, it is very political.
",,3,1,3,1,5,1,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Fri Mar 15 2019,Anonymous,,Current Employee ,Company functionality,0,"best benefits for the all employees
","high pressure comes into play
Helpfu",,5,4,3,5,5,4,,,
Wed Apr 03 2019, Operations Expert,"Montreal, QC",Former Employee ,More than a career,0,"Endless career opportunities
Outstanding employee benefits
","Pressure from store management to support them with reseller sales
Advice to Management
Stop selling to resellers
Helpfu","Stop selling to resellers
Helpfu",5,5,5,5,5,2,Recommends,Positive Outlook,Approves of CEO
Sun Apr 14 2019, Design Engineer,"Cap-Chat, QC",Former Employee ,Good Company,0,"Nice people and good management.
","worked too many hours.
need to work at evening time.
Advice to Management
show your smile face
Helpfu","show your smile face
Helpfu",4,5,4,5,5,4,Recommends,Negative Outlook,No Opinion of CEO
Fri May 03 2019,N/A,, ,"If you think working for Apple Canada is working for Apple, think again.",0,"The pro is that the name of the company has a lot of value because it’s Apple.
","Apple Canada simply serves as a sales office that has only one mission - to push and sell as many devices to Canadian consumers and Canadian companies as possible and it has to be done the Apple way of all terms must favour Apple. Ask anyone who works there and deep down, they are actually terrified about making a mistake. It’s an office that is living in the past - cubicles and all. Sad state.
Advice to Management
Be better to your customers and employees.
Helpfu","Be better to your customers and employees.
Helpfu",1,2,1,1,2,1,,,
Wed Apr 03 2019, Pro,"Vancouver, BC",Former Employee ,Okay place to work.,0,"Great benefits
You meet some good people 
You learn alot 
No work life balance, a slave to the retail schedule
","Leadership is not always the most reliable
Your hard work is not rewarded, it is very political.
Advice to Management
Give the real people that deserve promotions their roles.
Helpfu","Give the real people that deserve promotions their roles.
Helpfu",3,1,3,1,5,1,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Thu Mar 07 2019, Mac Genius,,Current Employee ,Great,0,"Amazing place to work. Amazing People. Amazing company. Great benefits.
","A lot of competition so even if you are really skilled it could take a while for promotion.
Helpfu",,5,2,5,5,5,3,Recommends,Positive Outlook,Approves of CEO
Mon Mar 04 2019, Technical Specialist,"London, ON",Current Employee ,Can't wait to get started,0,"very thorough selection process, after cover letter/ resume submission had to get through 4 rounds of interviews. Super nice people
","long gaps during application process and in between interviews, wasn't sure when I would hear back from them. Eventually I did :)
Helpfu",,5,,,,,,Recommends,Positive Outlook,
Mon Mar 04 2019, Intern,"Toronto, ON",Current Employee ,Yup,0,"Good place to work mhm
","Nothing bad to say about it
Helpfu",,5,4,4,4,4,3,Recommends,Positive Outlook,Approves of CEO
Fri Mar 15 2019,Anonymous,,Former Employee ,Good for Retail,0,"Benefits, high pay for retail, good coworkers
","Boring, very rigid management, forced fun, no weekends off, poor time off policy
",,4,3,4,3,4,4,Recommends,Neutral Outlook,No Opinion of CEO
Thu Feb 28 2019,Anonymous,,Former Employee ,Technical Specialist,0,"Great people, good training and development
","Sometimes hard to get promoted
Helpfu",,5,5,5,4,5,5,Recommends,,
Sun Feb 24 2019,Anonymous,,Current Employee ,Expert,0,"great role, great drive for sales! have to be a consistent achiever in metrics that are required from the store
",". none too list at this time
",,5,4,5,4,5,4,Recommends,Positive Outlook,Approves of CEO
Sat Feb 23 2019, Sales Associate,"Calgary, AB",Former Employee ,Great place to be,0,"Kind, considerate management. Stores are well organized and managed.
","Not a lot of room for growth.
Helpfu",,5,5,5,4,4,3,Recommends,Positive Outlook,Approves of CEO
Thu Mar 07 2019,Anonymous,,Former Employee ,Genius,0,"Good discount Growth opportunities Open minded company Great social perks
","Stand for long hours Busy environment Noisy environment
",,4,3,4,4,4,3,Approves of CEO,,
Thu Feb 28 2019,Anonymous,,Current Employee ,Good experience,0,"Great benefits and development
","No development beyond retail level, depending what region you work in
Helpfu",,4,3,4,4,5,4,Recommends,Positive Outlook,Approves of CEO
Sun Feb 24 2019,Anonymous,,Current Employee ,Expert,0,"great role, great drive for sales! have to be a consistent achiever in metrics that are required from the store
",". none too list at this time
Helpfu",,5,4,5,4,5,4,Recommends,Positive Outlook,Approves of CEO
Thu Mar 07 2019,Anonymous,,Former Employee ,Genius,0,"Good discount
Growth opportunities
Open minded company 
Great social perks
","Stand for long hours
Busy environment 
Noisy environment
Helpfu",,4,3,4,4,4,3,Approves of CEO,,
Wed Feb 13 2019,Anonymous,,Current Employee ,Great place to work on,0,"Really great people and inviting
","Too much hard and to knowledge
Helpfu",,5,,,,,,,,
Sat Feb 23 2019,Anonymous,,Current Employee ,Good place to work,0,"Not a bad place to work, alot to do
","It is always busy, not alot of cons
Helpfu",,3,4,3,5,3,3,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Sat Feb 23 2019,Anonymous,,Former Employee ,The negatives eventually outweighed the positives,0,"salary, benefits, stocks, peer relationships
","work/life balance, leadership was very stuck in their ways, not a positive environment behind the scenes
Advice to Management
Listen to your employees; they are very intelligent and have so much to contribute. Don't judge peoples future by a growth opportunity they faced in the past. Set clear and equal expectations for growth between roles rather than leaning towards people that manage up
Helpfu","Listen to your employees; they are very intelligent and have so much to contribute. Don't judge peoples future by a growth opportunity they faced in the past. Set clear and equal expectations for growth between roles rather than leaning towards people that manage up
Helpfu",3,2,2,1,5,1,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Fri Feb 22 2019, Technical Specialist,,Former Employee ,"The coolest job in the mall, but still a job in a mall",0,"Excellent benefits, perfectly iron-out strategic plans and procedures, the overall feeling of being well taken care of.
","Retail is tough, people are very entitled especially when it comes to luxury goods. Although I was hired as a part-time employee, I was often asked to work more than 20-25 hours a week.
",,4,3,4,1,3,4,Recommends,,
Wed Feb 06 2019,Anonymous,,Former Employee ,Solutions Consultant,0,,"ltant""
5.0
★★★★★
Former Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I worked at Apple full-time
Pros
Fantastic benefits, great environment, incredibly smart and motivating team
Cons
huge expectations, secretive about everything
",,5,3,5,5,5,4,Recommends,Positive Outlook,Approves of CEO
Tue Feb 05 2019,N/A,"Toronto, ON","Fsmily Room Specialist in Toronto, ON",Great place to work,0,"Worked here as a family room specialist, had such a great learning experience. They taught me such great skills not just for work but for life and interacting with people in general. If you have a chance to work for apple, go for it
","Very strict with their time management.
",,5,5,5,5,5,4,Recommends,Positive Outlook,No Opinion of CEO
Tue Feb 19 2019,Anonymous,,Current Employee ,Sales Specialist,0,"Flexible firm, great benefits, nice team
","Shifts can get busy, unpleasant customers stop by very often
Helpfu",,4,,,,,,Recommends,,
Mon Jan 28 2019, Specialist,"Montreal, QC",Former Employee ,Very good part time job,0,"Salary and benefits (healthcare, vision care, gym reimbursement, tuition reimbursement)
","Very hard to get days off or vacation
Helpfu",,5,2,5,5,5,3,Recommends,Positive Outlook,Approves of CEO
Fri Jan 25 2019,Anonymous,,Current Employee ,Apple Solutions Consultant,0,,"ltant""
5.0
★★★★★
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I have been working at Apple full-time
Pros
Good company! They take the time to train their staff and give you a great work life balance. Always focused around culture and positive vines
Cons
None to note at this time.
",,5,5,5,5,4,5,Recommends,Positive Outlook,Approves of CEO
Fri Feb 08 2019,Anonymous,N/A,Former Employee ,"Good part time for money, not that great environment",0,"Good wage for retail, has benefits
","Poor management, no work life balance
Helpfu",,3,,,,,,,,
Wed Feb 06 2019,Anonymous,,Former Employee ,Solutions Consultant,0,,"ltant""
5.0
★★★★★
Former Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I worked at Apple full-time
Pros
Fantastic benefits, great environment, incredibly smart and motivating team
Cons
huge expectations, secretive about everything
Advice to Management
keep up the hard work
Helpfu","keep up the hard work
Helpfu",5,3,5,5,5,4,Recommends,Positive Outlook,Approves of CEO
Tue Feb 05 2019,N/A,"Toronto, ON","Fsmily Room Specialist in Toronto, ON",Great place to work,0,"Worked here as a family room specialist, had such a great learning experience. They taught me such great skills not just for work but for life and interacting with people in general. If you have a chance to work for apple, go for it
","Very strict with their time management.
Helpfu",,5,5,5,5,5,4,Recommends,Positive Outlook,No Opinion of CEO
